epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,19,,1.2561954259872437,,,,,
0,,39,,0.872836709022522,,,,,
0,,59,,1.0420289039611816,,,,,
0,,79,,0.8323699831962585,,,,,
0,,99,,0.9428241848945618,,,,,
0,,119,,0.8356382250785828,,,,,
0,,139,,0.8804508447647095,,,,,
0,,159,,0.9745376706123352,,,,,
0,,179,,0.9028083682060242,,,,,
0,,199,,0.8697403073310852,,,,,
0,,219,,0.794037938117981,,,,,
0,,239,,0.8023442029953003,,,,,
0,,259,,0.7354475259780884,,,,,
0,,279,,0.7911087274551392,,,,,
0,,299,,0.7473553419113159,,,,,
0,,319,,0.8766734004020691,,,,,
0,,339,,0.8744639158248901,,,,,
0,,359,,0.7973073720932007,,,,,
0,,379,,0.6875511407852173,,,,,
0,,399,,0.7401131391525269,,,,,
0,,419,,0.8457473516464233,,,,,
0,,439,,0.8389261364936829,,,,,
0,,459,,0.8216552734375,,,,,
0,,479,,0.6864544749259949,,,,,
0,,499,,0.7962440848350525,,,,,
0,,519,,0.7370153069496155,,,,,
0,,539,,0.9436405301094055,,,,,
0,,559,,0.6688410043716431,,,,,
0,,579,,0.796416163444519,,,,,
0,,599,,0.834532618522644,,,,,
0,,619,,0.8521438837051392,,,,,
0,,639,,0.6946578025817871,,,,,
0,,659,,0.9089980125427246,,,,,
0,,679,,0.7964498996734619,,,,,
0,,699,,0.765223503112793,,,,,
0,,719,,0.6981350779533386,,,,,
0,,739,,0.7016733884811401,,,,,
0,,759,,0.7982932329177856,,,,,
0,,779,,0.864421010017395,,,,,
0,,799,,0.6171505451202393,,,,,
0,,819,,0.876183032989502,,,,,
0,,839,,0.7591339945793152,,,,,
0,,859,,0.8601652383804321,,,,,
0,,879,,0.6441358327865601,,,,,
0,,899,,0.8085817098617554,,,,,
0,,919,,0.7268180847167969,,,,,
0,,939,,0.7671961784362793,,,,,
0,,959,,0.7797557711601257,,,,,
