epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,19,,1.1897222995758057,,,,,
0,,39,,0.7649653553962708,,,,,
0,,59,,0.9755899310112,,,,,
0,,79,,0.8062202334403992,,,,,
0,,99,,0.7542937994003296,,,,,
0,,119,,0.8736947178840637,,,,,
0,,139,,0.9448789358139038,,,,,
0,,159,,0.7740890979766846,,,,,
0,,179,,0.8342734575271606,,,,,
0,,199,,0.8358991742134094,,,,,
0,,219,,0.8170310854911804,,,,,
0,,239,,0.8464476466178894,,,,,
0,,259,,0.8128431439399719,,,,,
0,,279,,0.7613418102264404,,,,,
0,,299,,0.690111517906189,,,,,
0,,319,,0.8212436437606812,,,,,
0,,339,,0.7623361945152283,,,,,
0,,359,,0.7002094984054565,,,,,
0,,379,,0.6975682377815247,,,,,
0,,399,,0.8607580065727234,,,,,
0,,419,,0.7285820245742798,,,,,
0,,439,,0.8355159759521484,,,,,
0,,459,,0.780511736869812,,,,,
0,,479,,0.7732353806495667,,,,,
0,,499,,0.8160587549209595,,,,,
0,,519,,0.7306874394416809,,,,,
0,,539,,0.6630057692527771,,,,,
0,,559,,0.6783540844917297,,,,,
0,,579,,0.7566381692886353,,,,,
0,,599,,0.6487895846366882,,,,,
0,,619,,0.6630327105522156,,,,,
0,,639,,0.6626875996589661,,,,,
0,,659,,0.6411656141281128,,,,,
0,,679,,0.5829144716262817,,,,,
0,,699,,0.6600501537322998,,,,,
0,,719,,0.6359412670135498,,,,,
0,,739,,0.7460262775421143,,,,,
0,,759,,0.5953751802444458,,,,,
0,,779,,0.6498180627822876,,,,,
0,,799,,0.5701763033866882,,,,,
0,,819,,0.654664158821106,,,,,
0,,839,,0.5964223146438599,,,,,
0,,859,,0.6382670998573303,,,,,
0,,879,,0.6313526034355164,,,,,
0,,899,,0.6065295338630676,,,,,
0,,919,,0.6235250234603882,,,,,
0,,939,,0.6961235404014587,,,,,
0,,959,,0.6846753358840942,,,,,
0,,979,,0.6511301398277283,,,,,
0,,999,,0.499098002910614,,,,,
0,,1019,,0.508273720741272,,,,,
0,,1039,,0.6664673686027527,,,,,
0,,1059,,0.7448167204856873,,,,,
0,,1079,,0.5388121604919434,,,,,
0,,1099,,0.6432880163192749,,,,,
0,,1119,,0.5452422499656677,,,,,
0,,1139,,0.5531673431396484,,,,,
0,,1159,,0.5876033306121826,,,,,
0,,1179,,0.6409098505973816,,,,,
0,,1199,,0.5707559585571289,,,,,
0,,1219,,0.6030041575431824,,,,,
0,,1239,,0.5787473917007446,,,,,
0,,1259,,0.46716755628585815,,,,,
0,,1279,,0.6006466746330261,,,,,
0,,1299,,0.5540306568145752,,,,,
0,,1319,,0.603547215461731,,,,,
0,,1339,,0.5242983102798462,,,,,
0,,1359,,0.590096116065979,,,,,
0,,1379,,0.4890519976615906,,,,,
0,,1399,,0.5225805640220642,,,,,
0,,1419,,0.5766305923461914,,,,,
0,,1439,,0.6711147427558899,,,,,
0,,1459,,0.4934612810611725,,,,,
0,,1479,,0.43322643637657166,,,,,
0,,1499,,0.5925276279449463,,,,,
0,,1519,,0.5388315320014954,,,,,
0,,1539,,0.6414498686790466,,,,,
0,,1559,,0.6255075931549072,,,,,
0,,1579,,0.5414162278175354,,,,,
0,,1599,,0.5830788612365723,,,,,
0,,1619,,0.5699041485786438,,,,,
0,,1639,,0.5396437048912048,,,,,
0,,1659,,0.5403708219528198,,,,,
0,,1679,,0.5899831056594849,,,,,
0,,1699,,0.5126985311508179,,,,,
0,,1719,,0.583800733089447,,,,,
0,,1739,,0.523579478263855,,,,,
0,,1759,,0.4800336956977844,,,,,
0,,1779,,0.6135181188583374,,,,,
0,,1799,,0.4727407991886139,,,,,
0,,1819,,0.513733446598053,,,,,
0,,1839,,0.49158382415771484,,,,,
0,,1859,,0.515214741230011,,,,,
0,,1879,,0.5548151135444641,,,,,
0,,1899,,0.5671156644821167,,,,,
0,,1919,,0.5329259037971497,,,,,
0,,1939,,0.6204765439033508,,,,,
0,,1959,,0.4939002990722656,,,,,
0,,1979,,0.6236025094985962,,,,,
0,,1999,,0.5015687346458435,,,,,
0,,2019,,0.4678599238395691,,,,,
0,,2039,,0.6395913362503052,,,,,
0,,2059,,0.45907849073410034,,,,,
0,,2079,,0.5561159253120422,,,,,
0,,2099,,0.509205162525177,,,,,
0,,2119,,0.5676433444023132,,,,,
0,,2139,,0.5611848831176758,,,,,
0,,2159,,0.5432780385017395,,,,,
0,,2179,,0.4584929943084717,,,,,
0,,2199,,0.4754013121128082,,,,,
0,,2219,,0.5411144495010376,,,,,
0,,2239,,0.5186973810195923,,,,,
0,,2259,,0.4302635192871094,,,,,
0,,2279,,0.5411017537117004,,,,,
0,,2299,,0.48379582166671753,,,,,
0,,2319,,0.5057618021965027,,,,,
0,,2339,,0.5269057750701904,,,,,
0,,2359,,0.5871244668960571,,,,,
0,,2379,,0.49851804971694946,,,,,
0,,2399,,0.5329767465591431,,,,,
0,,2419,,0.516889214515686,,,,,
